keyphrase,adjusted_scaled_mean_shap
artistic painting,0.01875671806127878
chris foss,0.018493085005233438
art hyperrealistic,0.018492680662446075
art lifelike,0.0183897907090449
intricate royo,0.018212908797039653
media collage,0.018209666898793424
alien planet,0.018206320372020458
artistic,0.01818380773351634
anime epic,0.018045797663946785
hd painting,0.018019775375218178
painting chris,0.018012207431363125
portrait intricate,0.01792918437832415
fashion clouds,0.017874862018125222
daedric armor,0.017753380018812496
deviantart hyperrealistic,0.017735224732829433
painting lurid,0.017672649005914007
style contemporary,0.017550147702312044
frazetta fantasy,0.017257022047988492
ufo ignoring,0.01714731709366043
emo punk,0.016890921062188112
phyics entries,0.01662300758800338
azores islands,0.016597315958799434
punk portrait,0.016485364135839883
art city,0.01637572692571777
rocksalt lamp,0.016010695335044015
chris,0.01599989560961271
avant garde,0.015950978263712792
divine,0.015856037277764384
fantasy style,0.015742314186368886
beneath cherry,0.01570677586637358
gundam unreal,0.015483562452851554
bonsai tree,0.015288569694167158
kylie,0.015264353200278814
painting aesthetic,0.01505688062524036
himalayan rocksalt,0.014843598896140318
shade talking,0.014797251663829138
pixie cut,0.014787635069856747
art josan,0.01466702066617537
oblivion skyrim,0.01463158222435946
mixed media,0.014582941929415255
goddess wearing,0.014541154006674889
minogue,0.014447699440273961
painted pablo,0.014390375145367298
candle butterfly,0.014383089030991867
goths loitering,0.014165102919511096
lamp,0.014103007629374577
kylie minogue,0.014024880484271321
houses built,0.013904146846689404
picasso hair,0.013309427539149423
candle volumetric,0.01307334657660554
divine pink,0.012956362705610186
log houses,0.012722495858601482
artstation galaxy,0.011802919266025075
pink flamingos,0.011705088601573248
steampunk butterfly,0.011241058511673221
science,0.010944341966602832
clouds covered,0.010918265391984814
girl clouds,0.010794569567685762
goths,0.010661191487541253
painting unreal,0.010315853934912534
clouds girl,0.010184059320152287
cloud fashion,0.010163612609486604
goddess creative,0.010141701995766906
wearing cloud,0.010049433312932985
imposing cyborg,0.009219013939925748
vivec portrait,0.009131218531508908
cyborg body,0.008969857016524469
bull modeled,0.008396276744216344
android cyborg,0.008229122717589729
bull looking,0.008179660006012585
cyborg bull,0.008148811620771843
looking camera,0.008114181964326773
body shot,0.00764180129573669
giant,0.0074559815966793895
castle enclosed,0.006968597107441649
tall castle,0.0067215064982940375
hills slavic,0.006716864593644394
wooden churches,0.006655518014663602
churches domes,0.006205777827753208
