keyphrase,adjusted_mean_shap
mysterious,0.00042477578606222634
kylie minogue,0.00041941469537549076
painting chris,0.0004067671285105125
clouds covered,0.0004067003677133576
minogue,0.00040120565998230917
body shot,0.00038823740239469226
looking camera,0.0003855084471663274
android cyborg,0.00038349131620478584
imposing cyborg,0.0003767871544064161
bull looking,0.0003618657435733734
giant,0.00034952587865173394
wearing cloud,0.00033163258366988375
girl clouds,0.0002938240101974475
churches domes,0.000213447600288789
wooden churches,0.00021259454232859653
